selection_rank,selection_stage,selection_reason,benchmark,task_id,task_column,candidate_reason,mix_selection_score,final_priority_score,difficulty_tier,difficulty_signal,representative_signal,unique_unpredictable_signal,discrimination_signal,observed_count,imputed_mean,observed_mean,observed_std,strength_correlation,useful_representativeness_score,task_unpredictability_score,representative_rank_within_benchmark,unique_rank_within_benchmark,composite_rank_within_benchmark,base_representative_task,difficult_task,frontier_task_with_signal,unique_unpredictable_task,high_composite_task
146,diverse_fill,unique_unpredictable;high_composite,medagentbench,task9_11,medagentbench/task9_11,unique_unpredictable;high_composite,0.6931845290178572,0.7331845290178572,medium,0.6041666875,0.5285714285714286,0.8285714285714286,1.0,16,0.3958333125,0.3958333125,0.4119525354856914,0.5994443166316397,0.20510921661261272,0.19438973543565796,34.0,13.0,2.0,False,False,False,True,True
147,diverse_fill,high_composite,terminal-bench,count-dataset-tokens,terminal-bench/count-dataset-tokens,high_composite,0.7257377982160383,0.7257377982160383,medium,0.5000000625000001,0.8674698795180723,0.6626506024096386,0.8764044943820225,16,0.4999999375,0.4999999375,0.4249183336569612,0.6685325101426618,0.31886171587172246,0.1974516050157138,12.0,29.0,1.0,False,False,False,False,True
148,diverse_fill,high_composite,qcircuitbench,simon-n8,qcircuitbench/simon-n8,high_composite,0.7189345133928571,0.7189345133928571,medium,0.4291666249999999,0.92,0.58,0.9642857142857143,16,0.5708333750000001,0.5708333750000001,0.4428247737066653,0.6022010917696242,0.30723732028233014,0.22298495496902704,3.0,12.0,1.0,False,False,False,False,True
149,diverse_fill,difficult;unique_unpredictable;high_composite,swebenchpro,instance_flipt-io__flipt-406f9396ad65696d58865b3a6283109cd4eaf40e,swebenchpro/instance_flipt-io__flipt-406f9396ad65696d58865b3a6283109cd4eaf40e,difficult;unique_unpredictable;high_composite,0.6322567567567567,0.7122567567567568,hard,0.75,0.2972972972972973,0.8108108108108109,0.92,16,0.25,0.25,0.4330127018922193,0.3349243574577213,0.1844834036712636,0.26145084430906107,53.0,15.0,12.0,False,True,False,True,True
150,diverse_fill,high_composite,swebench-verified,django__django-16642,swebench-verified/django__django-16642,high_composite,0.7088200302526595,0.7088200302526595,medium,0.3958333125,0.8936170212765957,0.6063829787234043,0.97,16,0.6041666875,0.6041666875,0.4443902062174242,0.7437510060915351,0.356337239336734,0.11960688740609848,11.0,38.0,1.0,False,False,False,False,True
151,diverse_fill,difficult;unique_unpredictable;high_composite,deepsynth,40,deepsynth/40,difficult;unique_unpredictable;high_composite,0.6283110223214285,0.7083110223214286,hard,0.723958375,0.4,0.9142857142857143,0.525,16,0.276041625,0.276041625,0.3419698356428668,0.213177759344828,0.150734941582644,0.41743034367042264,22.0,4.0,6.0,False,True,False,True,True
152,diverse_fill,difficult;unique_unpredictable;high_composite,bixbench,bix-7-q2,bixbench/bix-7-q2,difficult;unique_unpredictable;high_composite,0.627243579326923,0.707243579326923,hard,0.916666625,0.28205128205128205,0.8974358974358975,0.5,16,0.083333375,0.083333375,0.2204793861616871,0.2474262594802327,0.053255265217820244,0.4929070921982691,29.0,5.0,5.0,False,True,False,True,True
153,diverse_fill,high_composite,spreadsheetbench,395-36,spreadsheetbench/395-36,high_composite,0.7019311224489795,0.7019311224489795,medium,0.375,0.9795918367346939,0.4897959183673469,0.9525,16,0.625,0.625,0.4545296867214781,0.717152045298042,0.36199485665172726,0.06900183349747757,5.0,101.0,2.0,False,False,False,False,True
154,diverse_fill,difficult;unique_unpredictable,research-code-bench,eomt_initialize_tracking_variables,research-code-bench/eomt_initialize_tracking_variables,difficult;unique_unpredictable,0.6114364102152895,0.6914364102152896,hard,0.7083333125,0.3612565445026178,0.9528795811518325,0.46462264150943394,16,0.2916666875,0.2916666875,0.4389855908322502,0.0119253581611325,0.3516179989040522,0.08291528538956772,123.0,10.0,55.0,False,True,False,True,False
155,diverse_fill,difficult;unique_unpredictable;high_composite,compilebench,coreutils-old-version-alpine,compilebench/coreutils-old-version-alpine,difficult;unique_unpredictable;high_composite,0.607500015625,0.6875000156250001,hard,0.7500000625000001,0.2,1.0,0.6666666666666666,16,0.2499999375,0.2499999375,0.3435921405210087,0.3751572607112429,0.1314513667981841,0.5059517156948072,13.0,1.0,3.0,False,True,False,True,True
156,diverse_fill,unique_unpredictable;high_composite,mmau,f995bc92-74f6-4e69-94b8-bf6e073fa19f,mmau/f995bc92-74f6-4e69-94b8-bf6e073fa19f,unique_unpredictable;high_composite,0.6469363657280219,0.686936365728022,medium,0.39583337500000004,0.5934065934065934,0.8571428571428571,0.84,16,0.604166625,0.604166625,0.3947353829712816,0.5224029361044017,0.20113438682332307,0.34073298319998957,38.0,14.0,2.0,False,False,False,True,True
157,diverse_fill,difficult;unique_unpredictable;high_composite,sldbench,lr_bsz_scaling_law,sldbench/lr_bsz_scaling_law,difficult;unique_unpredictable;high_composite,0.6028331406249999,0.682833140625,hard,0.7363325625,0.375,1.0,0.25,16,0.2636674375,0.2636674375,0.2082130110199554,0.5482402054813501,0.12121731628644611,0.4142618819597641,6.0,1.0,2.0,False,True,False,True,True
158,diverse_fill,difficult;unique_unpredictable,swtbench,pydata__xarray-6721,swtbench/pydata__xarray-6721,difficult;unique_unpredictable,0.597969387755102,0.6779693877551021,hard,0.75,0.32653061224489793,0.8367346938775511,0.58,16,0.25,0.25,0.3632416168643813,0.389393759770872,0.16628244823323557,0.3701101567218287,34.0,9.0,11.0,False,True,False,True,False
159,diverse_fill,high_composite,mmmlu,mmmlu-zh-cn-00128,mmmlu/mmmlu-zh-cn-00128,high_composite,0.6523861940298508,0.6523861940298508,medium,0.5625,0.6492537313432836,0.582089552238806,0.9266666666666666,16,0.4375,0.4375,0.4960783708246107,0.41451838771055,0.45386000183526004,0.023749256615726466,48.0,57.0,1.0,False,False,False,False,True
160,diverse_fill,high_composite,swebench-multilingual,swe-bench/swebench_multilingual__preactjs__preact-4182,swebench-multilingual/swe-bench/swebench_multilingual__preactjs__preact-4182,high_composite,0.6522083385416667,0.6522083385416667,medium,0.3541666875,0.7291666666666666,0.6458333333333334,0.98,16,0.6458333125,0.6458333125,0.4635124194893162,0.7400685692855037,0.354582153062574,0.16346873825354913,14.0,18.0,1.0,False,False,False,False,True
