pool_rank,benchmark,task_id,task_column,candidate_reason,mix_selection_score,final_priority_score,difficulty_tier,difficulty_signal,representative_signal,unique_unpredictable_signal,discrimination_signal,observed_count,imputed_mean,observed_mean,observed_std,strength_correlation,useful_representativeness_score,task_unpredictability_score,representative_rank_within_benchmark,unique_rank_within_benchmark,composite_rank_within_benchmark,base_representative_task,difficult_task,frontier_task_with_signal,unique_unpredictable_task,high_composite_task
1535,kumo,chemicalenv-t12-a16-v1-s1,kumo/chemicalenv-t12-a16-v1-s1,unique_unpredictable;high_composite,0.7457154035966981,0.7857154035966981,easy,0.20833331249999998,0.9743589743589743,0.8358974358974359,0.9575471698113207,16,0.7916666875,0.7916666875,0.351089586244686,0.6827374356256762,0.26512739329154184,0.06881778836090813,6.0,33.0,6.0,False,False,False,True,True
1536,kumo,medicalenv-t12-a16-v1-s0,kumo/medicalenv-t12-a16-v1-s0,difficult;unique_unpredictable;high_composite,0.7054526435579946,0.7854526435579947,hard,0.7708333125,0.3487179487179487,0.9769230769230769,0.9764150943396226,16,0.2291666875,0.2291666875,0.367399878888065,0.2133182210654221,0.10386058809653777,0.43164569477267856,128.0,6.0,11.0,False,True,False,True,True
1537,kumo,chessenv-t4-a6-v1-s1,kumo/chessenv-t4-a6-v1-s1,unique_unpredictable;high_composite,0.7199631212052491,0.7599631212052491,medium,0.45833337500000004,0.6256410256410256,0.9512820512820512,0.9905660377358491,16,0.541666625,0.541666625,0.4061164866075796,0.525196877931476,0.1557546455148378,0.26943617911919104,74.0,10.0,7.0,False,False,False,True,True
1538,kumo,starconstellationenv-t4-a6-v1-s1,kumo/starconstellationenv-t4-a6-v1-s1,unique_unpredictable;high_composite,0.7061287337702589,0.7461287337702589,easy,0.18749993750000005,0.8666666666666667,0.8717948717948718,0.9198113207547169,16,0.8125000625,0.8125000625,0.2879223874854273,0.61290531826989,0.20766634795643082,0.12630036864541916,27.0,26.0,10.0,False,False,False,True,True
1539,kumo,fantasyenv-t12-a16-v1-s0,kumo/fantasyenv-t12-a16-v1-s0,difficult;unique_unpredictable;high_composite,0.6552993572962023,0.7352993572962023,hard,0.833333375,0.26153846153846155,0.958974358974359,0.7712264150943396,16,0.1666666249999999,0.1666666249999999,0.2357022898583812,-0.3825245358263139,0.07254001684313412,0.2697031745016455,145.0,9.0,16.0,False,True,False,True,True
1540,kumo,historicalenv-t4-a6-v1-s0,kumo/historicalenv-t4-a6-v1-s0,unique_unpredictable;high_composite,0.6927893790668844,0.7327893790668845,easy,0.14583337500000004,0.9128205128205128,0.8025641025641026,0.9080188679245284,16,0.854166625,0.854166625,0.2626984468137552,0.8493182994067316,0.22428241906030644,0.03847617676124415,18.0,39.0,13.0,False,False,False,True,True
1541,kumo,plantenv-t4-a6-v1-s1,kumo/plantenv-t4-a6-v1-s1,unique_unpredictable;high_composite,0.6792761196102444,0.7192761196102444,easy,0.20833331249999998,0.7794871794871795,0.8769230769230769,0.9009433962264151,16,0.7916666875,0.7916666875,0.260208319989417,0.6345005665185518,0.1793823290189741,0.13221589680906054,44.0,25.0,14.0,False,False,False,True,True
1542,kumo,cloudenv-t4-a6-v1-s0,kumo/cloudenv-t4-a6-v1-s0,unique_unpredictable;high_composite,0.6763682216905539,0.7163682216905539,easy,0.14583331249999998,0.8974358974358975,0.8461538461538461,0.7617924528301887,16,0.8541666875,0.8541666875,0.234779785635582,0.9015502837099088,0.21213465374241927,0.09931898067574696,21.0,31.0,15.0,False,False,False,True,True
1543,kumo,licenseenv-t4-a6-v1-s0,kumo/licenseenv-t4-a6-v1-s0,high_composite,0.7129986195119739,0.7129986195119739,easy,0.14583337500000004,0.9692307692307692,0.7846153846153846,0.9410377358490566,16,0.854166625,0.854166625,0.3111080806524227,0.9068307853638264,0.2496556924316459,0.024209279012405438,7.0,43.0,8.0,False,False,False,False,True
1544,kumo,renewableenergyenv-t4-a6-v1-s1,kumo/renewableenergyenv-t4-a6-v1-s1,high_composite,0.7097962022254476,0.7097962022254476,easy,0.125,0.9897435897435898,0.7794871794871795,0.9150943396226415,16,0.875,0.875,0.2856522993275653,0.816519489549107,0.2823840711588084,0.021507973696119898,3.0,44.0,9.0,False,False,False,False,True
1545,kumo,sculptorenv-t4-a6-v1-s1,kumo/sculptorenv-t4-a6-v1-s1,high_composite,0.7032550297683842,0.7032550297683842,easy,0.14583337500000004,0.9487179487179487,0.7743589743589744,0.9410377358490566,16,0.854166625,0.854166625,0.3111080806524227,0.6992359644204621,0.23286310232271865,0.011728124107596716,11.0,45.0,12.0,False,False,False,False,True
1546,kumo,sorcererenv-t4-a6-v1-s0,kumo/sorcererenv-t4-a6-v1-s0,difficult;unique_unpredictable;high_composite,0.5952464372354257,0.6752464372354258,hard,0.8541666875,0.07179487179487179,0.9692307692307692,0.7617924528301887,16,0.1458333125,0.1458333125,0.234779785635582,0.1927461478675086,0.03965893549534819,0.4272135503856641,182.0,7.0,27.0,False,True,False,True,True
1547,kumo,mythicenv-t4-a6-v1-s0,kumo/mythicenv-t4-a6-v1-s0,unique_unpredictable;high_composite,0.6289562115309022,0.6689562115309022,easy,0.08333331249999998,0.7897435897435897,0.823076923076923,0.839622641509434,16,0.9166666875,0.9166666875,0.2499999791666788,0.3892556173345068,0.18488316077753145,0.053270637183100766,42.0,36.0,18.0,False,False,False,True,True
1548,kumo,algorithmenv-t4-a6-v1-s1,kumo/algorithmenv-t4-a6-v1-s1,unique_unpredictable;high_composite,0.6272713922124455,0.6672713922124456,easy,0.24999993749999994,0.5487179487179488,0.9333333333333333,0.9292452830188679,16,0.7500000625000001,0.7500000625000001,0.300462635179374,0.5368028553879012,0.1469043135108336,0.2450035658786105,89.0,14.0,19.0,False,False,False,True,True
1549,kumo,educationenv-t12-a16-v1-s0,kumo/educationenv-t12-a16-v1-s0,unique_unpredictable;high_composite,0.6201015965166908,0.6601015965166909,easy,0.25,0.5384615384615384,0.9076923076923077,0.9481132075471698,16,0.75,0.75,0.3227486767337319,0.3499665838347573,0.1353862948119713,0.16044387315719,91.0,19.0,20.0,False,False,False,True,True
1550,kumo,medicaloodenv-t4-a6-v1-s1,kumo/medicaloodenv-t4-a6-v1-s1,high_composite,0.6393369065145742,0.6393369065145742,easy,0.10416668750000002,0.8717948717948718,0.7897435897435897,0.7382075471698113,16,0.8958333125,0.8958333125,0.2272649178425144,0.9042268302631152,0.20960389460739898,0.0362293323603049,26.0,42.0,17.0,False,False,False,False,True
1551,kumo,medicalenv-t12-a16-v1-s1,kumo/medicalenv-t12-a16-v1-s1,unique_unpredictable;high_composite,0.5959945072720125,0.6359945072720126,easy,0.14583337500000004,0.6307692307692307,0.8102564102564103,0.9080188679245284,16,0.854166625,0.854166625,0.2626984468137552,0.7772435586507719,0.15848018598525268,0.03847617676124426,73.0,38.0,25.0,False,False,False,True,True
1552,kumo,vehicleenv-t4-a6-v1-s1,kumo/vehicleenv-t4-a6-v1-s1,unique_unpredictable;high_composite,0.5858653637820512,0.6258653637820513,easy,0.20833324999999991,0.5333333333333333,0.9384615384615385,0.75,16,0.7916667500000001,0.7916667500000001,0.231990196751797,0.3807530288413975,0.1283357666499,0.25327071269984125,92.0,13.0,28.0,False,False,False,True,True
1553,kumo,detectiveenv-t4-a6-v1-s0,kumo/detectiveenv-t4-a6-v1-s0,high_composite,0.610106137283805,0.610106137283805,easy,0.10416668750000002,0.7846153846153846,0.7948717948717948,0.7382075471698113,16,0.8958333125,0.8958333125,0.2272649178425144,0.6445830140057832,0.18361917191807198,0.03622933236030501,43.0,41.0,21.0,False,False,False,False,True
1554,kumo,mythicalcreatureenv-t4-a6-v1-s0,kumo/mythicalcreatureenv-t4-a6-v1-s0,unique_unpredictable,0.5668556430742018,0.6068556430742018,medium,0.5208333125000001,0.1282051282051282,0.9897435897435898,0.9622641509433962,16,0.4791666874999999,0.4791666874999999,0.3529391386490592,-0.1523278670720418,0.04892840280917783,0.5441239134348939,171.0,3.0,34.0,False,False,False,True,False
1555,kumo,circusactenv-t4-a6-v1-s1,kumo/circusactenv-t4-a6-v1-s1,high_composite,0.5995035179154571,0.5995035179154571,easy,0.08333337500000004,0.8871794871794871,0.6410256410256411,0.7193396226415094,16,0.916666625,0.916666625,0.2204793861616872,0.8668140483875062,0.21130070461639833,2.220446049250313e-16,22.0,67.0,22.0,False,False,False,False,True
1556,kumo,musicenv-t12-a16-v1-s1,kumo/musicenv-t12-a16-v1-s1,high_composite,0.5995035179154571,0.5995035179154571,easy,0.08333337500000004,0.8871794871794871,0.6410256410256411,0.7193396226415094,16,0.916666625,0.916666625,0.2204793861616872,0.8668140483875062,0.21130070461639833,2.220446049250313e-16,23.0,71.0,23.0,False,False,False,False,True
1557,kumo,pharmaceuticalenv-t4-a6-v1-s1,kumo/pharmaceuticalenv-t4-a6-v1-s1,high_composite,0.5995035179154571,0.5995035179154571,easy,0.08333337500000004,0.8871794871794871,0.6410256410256411,0.7193396226415094,16,0.916666625,0.916666625,0.2204793861616872,0.8668140483875062,0.21130070461639833,2.220446049250313e-16,24.0,73.0,24.0,False,False,False,False,True
1558,kumo,fashionenv-t4-a6-v1-s0,kumo/fashionenv-t4-a6-v1-s0,high_composite,0.5959137743257137,0.5959137743257137,easy,0.08333337500000004,0.8769230769230769,0.6410256410256411,0.7193396226415094,16,0.916666625,0.916666625,0.2204793861616872,0.8668140483875062,0.2113007046163983,2.220446049250313e-16,25.0,68.0,26.0,False,False,False,False,True
1559,kumo,fantasyenv-t12-a16-v1-s1,kumo/fantasyenv-t12-a16-v1-s1,unique_unpredictable,0.5480751036450774,0.5880751036450774,easy,0.20833331249999998,0.35384615384615387,0.9282051282051282,0.9339622641509434,16,0.7916666875,0.7916666875,0.3090083068148652,0.2117915962038714,0.10457845462222452,0.22150124515574277,127.0,15.0,38.0,False,False,False,True,False
1560,kumo,musicgenresenv-t4-a6-v1-s0,kumo/musicgenresenv-t4-a6-v1-s0,unique_unpredictable,0.547591915449625,0.5875919154496251,easy,0.08333331249999998,0.6205128205128205,0.8307692307692308,0.6792452830188679,16,0.9166666875,0.9166666875,0.1863390074419869,0.894090972667985,0.15496245118273433,0.0570921426828207,75.0,34.0,39.0,False,False,False,True,False
1561,kumo,geneticenv-t4-a6-v1-s0,kumo/geneticenv-t4-a6-v1-s0,high_composite,0.5830161465892598,0.5830161465892598,easy,0.0625,0.8256410256410256,0.6410256410256411,0.7877358490566038,16,0.9375,0.9375,0.2420614591379635,0.4129319810639113,0.18990640388973296,2.220446049250313e-16,33.0,69.0,29.0,False,False,False,False,True
1562,kumo,malwareenv-t4-a6-v1-s0,kumo/malwareenv-t4-a6-v1-s0,high_composite,0.5830161465892598,0.5830161465892598,easy,0.0625,0.8256410256410256,0.6410256410256411,0.7877358490566038,16,0.9375,0.9375,0.2420614591379635,0.4129319810639113,0.18990640388973296,2.220446049250313e-16,34.0,70.0,30.0,False,False,False,False,True
1563,kumo,neuroenv-t4-a6-v1-s0,kumo/neuroenv-t4-a6-v1-s0,high_composite,0.5830161465892598,0.5830161465892598,easy,0.0625,0.8256410256410256,0.6410256410256411,0.7877358490566038,16,0.9375,0.9375,0.2420614591379635,0.4129319810639113,0.18990640388973296,2.220446049250313e-16,35.0,72.0,31.0,False,False,False,False,True
1564,kumo,soilenv-t4-a6-v1-s1,kumo/soilenv-t4-a6-v1-s1,high_composite,0.5830161465892598,0.5830161465892598,easy,0.0625,0.8256410256410256,0.6410256410256411,0.7877358490566038,16,0.9375,0.9375,0.2420614591379635,0.4129319810639113,0.18990640388973296,2.220446049250313e-16,36.0,74.0,32.0,False,False,False,False,True
1565,kumo,transportenv-t4-a6-v1-s0,kumo/transportenv-t4-a6-v1-s0,unique_unpredictable,0.5378147573627238,0.5778147573627238,easy,0.10416662499999996,0.5435897435897435,0.8615384615384616,0.7075471698113207,16,0.895833375,0.895833375,0.1943203835380101,0.8724748221298241,0.14077777137897535,0.10257542666649633,90.0,28.0,40.0,False,False,False,True,False
1566,kumo,motifanalysisenv-t4-a6-v1-s0,kumo/motifanalysisenv-t4-a6-v1-s0,unique_unpredictable,0.535683946639151,0.575683946639151,easy,0.12499993750000005,0.4564102564102564,0.841025641025641,0.8962264150943396,16,0.8750000625,0.8750000625,0.2602081998932462,0.5240607631411253,0.12510746305232137,0.06905051336469492,107.0,32.0,41.0,False,False,False,True,False
1567,kumo,artstyleenv-t4-a6-v1-s1,kumo/artstyleenv-t4-a6-v1-s1,unique_unpredictable,0.5187738768595791,0.5587738768595791,medium,0.35416662499999996,0.12307692307692308,0.9769230769230769,0.9528301886792453,16,0.645833375,0.645833375,0.3429600139675314,0.1745521615443904,0.04480946046222578,0.43164569477267856,172.0,5.0,48.0,False,False,False,True,False
1568,kumo,pollutionenv-t4-a6-v1-s0,kumo/pollutionenv-t4-a6-v1-s0,unique_unpredictable,0.5162433374304548,0.5562433374304548,easy,0.16666662499999996,0.3076923076923077,0.9128205128205128,0.9245283018867925,16,0.833333375,0.833333375,0.288675134594858,0.4337426688267583,0.09352375080590493,0.17777393688292997,136.0,18.0,49.0,False,False,False,True,False
1569,kumo,architecturalenv-t4-a6-v1-s1,kumo/architecturalenv-t4-a6-v1-s1,unique_unpredictable,0.5030832832758829,0.543083283275883,easy,0.27083337500000004,0.11282051282051282,0.9948717948717949,0.9811320754716981,16,0.729166625,0.729166625,0.3767321730465283,0.1111088851943796,0.04294580011062427,0.5534547131139673,174.0,2.0,52.0,False,False,False,True,False
1570,kumo,roverenv-t4-a6-v1-s0,kumo/roverenv-t4-a6-v1-s0,difficult;frontier_with_variance,0.4568928346562046,0.5368928346562046,frontier,0.9583333125,0.05641025641025641,0.5256410256410257,0.4410377358490566,16,0.0416666875,0.0416666875,0.1613743867791287,-0.1091595894831458,0.016107109788286483,1.1102230246251565e-16,185.0,107.0,62.0,False,True,True,False,False
1571,kumo,currencyenv-t4-a6-v1-s1,kumo/currencyenv-t4-a6-v1-s1,unique_unpredictable,0.49683779800133043,0.5368377980013305,easy,0.16666662499999996,0.26666666666666666,0.9846153846153847,0.7712264150943396,16,0.833333375,0.833333375,0.2357022898583812,0.4253555643596413,0.07332611709108607,0.43386169522981854,144.0,4.0,57.0,False,False,False,True,False
1572,kumo,enzymeenv-t4-a6-v1-s0,kumo/enzymeenv-t4-a6-v1-s0,difficult;frontier_with_variance,0.4149972838730648,0.49499728387306474,frontier,0.9791666875,0.046153846153846156,0.5256410256410257,0.1509433962264151,16,0.0208333125,0.0208333125,0.0806870723588348,-0.1091595894831458,0.008053542813816938,1.1102230246251565e-16,187.0,89.0,83.0,False,True,True,False,False
1573,kumo,chessenv-t4-a6-v1-s0,kumo/chessenv-t4-a6-v1-s0,unique_unpredictable,0.4428483257060353,0.48284832570603525,easy,0.08333331249999998,0.2717948717948718,0.9,0.6792452830188679,16,0.9166666875,0.9166666875,0.1863390074419869,0.7010911612686673,0.08344693443239283,0.15484574527173056,143.0,21.0,65.0,False,False,False,True,False
1574,kumo,virusclassificationenv-t4-a6-v1-s1,kumo/virusclassificationenv-t4-a6-v1-s1,unique_unpredictable,0.44112421383647793,0.4811242138364779,easy,0.125,0.15897435897435896,0.9641025641025641,0.7547169811320755,16,0.875,0.875,0.2319902416530704,0.3910617825836632,0.059564898986446145,0.38904034769522666,165.0,8.0,66.0,False,False,False,True,False
1575,kumo,licenseenv-t4-a6-v1-s1,kumo/licenseenv-t4-a6-v1-s1,unique_unpredictable,0.42667269324504115,0.4666726932450411,easy,0.08333325000000003,0.4205128205128205,0.8025641025641026,0.3867924528301887,16,0.91666675,0.91666675,0.1443374229598391,0.8227204252549954,0.11118333983132987,0.03847617676124415,114.0,40.0,81.0,False,False,False,True,False
1576,kumo,microbiologyenv-t4-a6-v1-s1,kumo/microbiologyenv-t4-a6-v1-s1,unique_unpredictable,0.4201100576847484,0.4601100576847484,easy,0.08333331249999998,0.06666666666666667,1.0,0.839622641509434,16,0.9166666875,0.9166666875,0.2499999791666788,-0.0001569985287616,0.035177457057067416,0.6261551537914769,183.0,1.0,82.0,False,False,False,True,False
1577,kumo,controlenv-t4-a6-v1-s0,kumo/controlenv-t4-a6-v1-s0,unique_unpredictable,0.41177672435141505,0.451776724351415,easy,0.08333331249999998,0.16923076923076924,0.823076923076923,0.839622641509434,16,0.9166666875,0.9166666875,0.2499999791666788,0.354648942315311,0.0629140012100022,0.053270637183100766,163.0,35.0,84.0,False,False,False,True,False
1578,kumo,spiceenv-t4-a6-v1-s1,kumo/spiceenv-t4-a6-v1-s1,unique_unpredictable,0.4080191546701137,0.44801915467011366,easy,0.06249993750000005,0.3128205128205128,0.9179487179487179,0.3561320754716981,16,0.9375000625,0.9375000625,0.1301039948625083,0.7111736575920566,0.09522390025956509,0.21320420753055624,135.0,17.0,85.0,False,False,False,True,False
1579,kumo,narrativedetectenv-t4-a6-v1-s0,kumo/narrativedetectenv-t4-a6-v1-s0,unique_unpredictable,0.4034037700547291,0.4434037700547291,easy,0.06249993750000005,0.31794871794871793,0.8923076923076924,0.3561320754716981,16,0.9375000625,0.9375000625,0.1301039948625083,0.6636983174374607,0.09655548115488637,0.153845727811036,134.0,22.0,110.0,False,False,False,True,False
1580,kumo,hormoneenv-t4-a6-v1-s1,kumo/hormoneenv-t4-a6-v1-s1,unique_unpredictable,0.3410960777470368,0.3810960777470368,easy,0.06249993750000005,0.11794871794871795,0.9230769230769231,0.3561320754716981,16,0.9375000625,0.9375000625,0.1301039948625083,0.5257766666717446,0.04395082377102694,0.2132042075305569,173.0,16.0,136.0,False,False,False,True,False
1581,kumo,wildlifeenv-t4-a6-v1-s1,kumo/wildlifeenv-t4-a6-v1-s1,unique_unpredictable,0.33068516132982584,0.3706851613298258,saturated,0.04166662499999996,0.1641025641025641,0.8871794871794871,0.27358490566037735,16,0.958333375,0.958333375,0.1102395277213866,0.43271846865928,0.06139469086813883,0.1521946444184057,164.0,23.0,139.0,False,False,False,True,False
1582,kumo,musicenv-t4-a6-v1-s0,kumo/musicenv-t4-a6-v1-s0,unique_unpredictable,0.32196721261187716,0.36196721261187714,saturated,0.04166662499999996,0.15384615384615385,0.8666666666666667,0.27358490566037735,16,0.958333375,0.958333375,0.1102395277213866,0.2782781424462549,0.05807287459365573,0.11808304329804209,166.0,27.0,140.0,False,False,False,True,False
1583,kumo,astronomyenv-t4-a6-v1-s0,kumo/astronomyenv-t4-a6-v1-s0,unique_unpredictable,0.29799285363751815,0.33799285363751813,saturated,0.04166662499999996,0.06153846153846154,0.9,0.27358490566037735,16,0.958333375,0.958333375,0.1102395277213866,0.540584482314514,0.034140719359686135,0.15484574527173056,184.0,20.0,144.0,False,False,False,True,False
1584,kumo,transportenv-t4-a6-v1-s1,kumo/transportenv-t4-a6-v1-s1,unique_unpredictable,0.27272163243075714,0.3127216324307571,saturated,0.02083331249999998,0.02564102564102564,0.9435897435897436,0.1509433962264151,16,0.9791666875,0.9791666875,0.0806870723588348,-0.0327316577453158,0.005459662142312242,0.25464397023238705,191.0,12.0,146.0,False,False,False,True,False
1585,kumo,roverenv-t4-a6-v1-s1,kumo/roverenv-t4-a6-v1-s1,difficult,0.25636792452830187,0.29636792452830185,frontier,1.0,0.0,0.0,0.04245283018867924,16,0.0,0.0,0.0,,,,,,147.0,False,True,False,False,False
1586,labbench,figqa-0003,labbench/figqa-0003,base_representative;high_composite,0.7440242471178103,0.8040242471178103,medium,0.625,0.9942196531791907,0.36416184971098264,0.9917127071823204,16,0.375,0.375,0.4841229182759271,0.4021495465492815,0.4032284725429074,0.09641600524396055,2.0,111.0,2.0,True,False,False,False,True
1587,labbench,figqa-0128,labbench/figqa-0128,base_representative;high_composite,0.6766832066553827,0.7366832066553828,medium,0.625,1.0,0.08670520231213873,0.9917127071823204,16,0.375,0.375,0.4841229182759271,0.3558519493386272,0.4105348123140708,0.029568747864497036,1.0,159.0,12.0,True,False,False,False,True
1588,labbench,figqa-0118,labbench/figqa-0118,high_composite,0.7521796776553468,0.7521796776553468,medium,0.5416666875,0.8092485549132948,0.7341040462427746,1.0,16,0.4583333125,0.4583333125,0.4841229236550773,0.3651927684567503,0.33432409109353584,0.19126390315626474,34.0,47.0,1.0,False,False,False,False,True
1589,labbench,figqa-0025,labbench/figqa-0025,high_composite,0.7317668580142433,0.7317668580142433,medium,0.5625,0.8901734104046243,0.5895953757225434,0.8812154696132597,16,0.4375,0.4375,0.436506840979898,0.4032201184800145,0.35586239988222584,0.13550152961064255,20.0,72.0,3.0,False,False,False,False,True
1590,labbench,figqa-0145,labbench/figqa-0145,high_composite,0.7281321574560686,0.7281321574560686,medium,0.5416666875,0.7630057803468208,0.7225433526011561,0.9668508287292817,16,0.4583333125,0.4583333125,0.4545296924508506,0.2704555091790791,0.3273654472871438,0.18175379413167436,42.0,49.0,4.0,False,False,False,False,True
1591,labbench,figqa-0098,labbench/figqa-0098,high_composite,0.7083964290280793,0.7083964290280793,medium,0.604166625,0.8786127167630058,0.48554913294797686,0.856353591160221,16,0.395833375,0.395833375,0.4284784550690493,0.4958450740307806,0.3544110121425971,0.11539003220553734,22.0,90.0,5.0,False,False,False,False,True
1592,labbench,figqa-0073,labbench/figqa-0073,high_composite,0.7031295190041875,0.7031295190041875,medium,0.6458333125,0.7341040462427746,0.6184971098265896,0.8674033149171271,16,0.3541666875,0.3541666875,0.4325112705259423,0.326472467847346,0.32298062155282825,0.13833908569163156,47.0,67.0,6.0,False,False,False,False,True
1593,labbench,figqa-0155,labbench/figqa-0155,high_composite,0.6961745402413734,0.6961745402413734,medium,0.5208333125,0.9710982658959537,0.41040462427745666,0.8232044198895028,16,0.4791666875,0.4791666875,0.4244073083349176,0.3470260971567028,0.38275628333006323,0.10204212068684149,6.0,103.0,7.0,False,False,False,False,True
1594,labbench,figqa-0127,labbench/figqa-0127,high_composite,0.6958000233818621,0.6958000233818621,medium,0.47916662499999996,0.7861271676300579,0.653179190751445,0.9171270718232044,16,0.520833375,0.520833375,0.4404661652253887,0.4163915764177374,0.3306318585164718,0.15734532856398165,38.0,61.0,8.0,False,False,False,False,True
1595,labbench,figqa-0178,labbench/figqa-0178,high_composite,0.694411282510958,0.694411282510958,medium,0.5000000625000001,0.976878612716763,0.3265895953757225,0.9723756906077348,16,0.4999999375,0.4999999375,0.4564354874094296,0.5247222670322496,0.38993756042662336,0.08585406915477256,5.0,118.0,9.0,False,False,False,False,True
1596,labbench,figqa-0134,labbench/figqa-0134,difficult;high_composite,0.6429209993797503,0.6829209993797504,hard,0.7083333125,0.9364161849710982,0.10982658959537572,0.7375690607734806,16,0.2916666875,0.2916666875,0.4061164673704636,0.347915563730909,0.3701909477389514,0.036636039532504605,12.0,155.0,28.0,False,True,False,False,True
1597,labbench,figqa-0058,labbench/figqa-0058,high_composite,0.6828393116043058,0.6828393116043058,medium,0.6875000625000001,0.8208092485549133,0.430635838150289,0.7734806629834254,16,0.3124999375,0.3124999375,0.4161455042760688,0.3595668905426258,0.3389961297759478,0.10443488568182757,32.0,100.0,10.0,False,False,False,False,True
1598,labbench,figqa-0101,labbench/figqa-0101,difficult,0.6406680132852168,0.6806680132852169,hard,0.75,0.9017341040462428,0.12427745664739884,0.7099447513812155,16,0.25,0.25,0.3996526443189448,0.3533491933800494,0.3623770281741397,0.0387310932770738,18.0,152.0,29.0,False,True,False,False,False
1599,labbench,figqa-0105,labbench/figqa-0105,high_composite,0.678956539273325,0.678956539273325,medium,0.5625000625000001,0.8323699421965318,0.4161849710982659,0.9530386740331491,16,0.4374999375,0.4374999375,0.4521361480286481,0.516883265810044,0.341732432134297,0.10284937205760558,30.0,102.0,11.0,False,False,False,False,True
1600,labbench,figqa-0034,labbench/figqa-0034,difficult,0.6369155064534898,0.6769155064534899,hard,0.7083333125,0.9075144508670521,0.031791907514450865,0.8950276243093923,16,0.2916666875,0.2916666875,0.4389855908322502,0.374276668023846,0.3649451948499054,0.014519796664454465,17.0,168.0,31.0,False,True,False,False,False
1601,labbench,figqa-0024,labbench/figqa-0024,unique_unpredictable,0.63437175032235,0.6743717503223501,medium,0.39583337500000004,0.4913294797687861,0.8670520231213873,0.9779005524861878,16,0.604166625,0.604166625,0.459751618101812,0.7174161937599677,0.2578925551532105,0.2671211543046381,89.0,24.0,33.0,False,False,False,True,False
1602,labbench,figqa-0129,labbench/figqa-0129,high_composite,0.6705849008399067,0.6705849008399067,medium,0.5,0.7976878612716763,0.5086705202312138,0.9281767955801105,16,0.5,0.5,0.4409585833411682,0.4113568136582001,0.3338508481262367,0.11945476583295844,36.0,86.0,13.0,False,False,False,False,True
1603,labbench,figqa-0162,labbench/figqa-0162,difficult,0.6304932537150105,0.6704932537150106,hard,0.7083333125,0.7398843930635838,0.3352601156069364,0.7375690607734806,16,0.2916666875,0.2916666875,0.4061164673704636,0.3901740622471686,0.3250969157161996,0.08702961372777462,46.0,116.0,36.0,False,True,False,False,False
1604,labbench,figqa-0154,labbench/figqa-0154,unique_unpredictable,0.6271882166696939,0.667188216669694,medium,0.6458333125,0.3988439306358382,0.8901734104046243,0.6906077348066298,16,0.3541666875,0.3541666875,0.3991093023760406,0.4382621659171176,0.22419096915057832,0.2985456988272639,105.0,20.0,40.0,False,False,False,True,False
1605,labbench,figqa-0160,labbench/figqa-0160,difficult,0.6254354502468024,0.6654354502468024,hard,0.7083333125,0.8265895953757225,0.1936416184971098,0.7375690607734806,16,0.2916666875,0.2916666875,0.4061164673704636,0.394041062296444,0.34028657766198483,0.05717775665660052,31.0,141.0,42.0,False,True,False,False,False
1606,labbench,figqa-0126,labbench/figqa-0126,high_composite,0.6642708424396417,0.6642708424396417,medium,0.52083325,0.9653179190751445,0.23121387283236994,0.9226519337016574,16,0.47916675,0.47916675,0.4404661711376794,0.219629485179334,0.3777569783466165,0.06504003868770347,7.0,134.0,14.0,False,False,False,False,True
1607,labbench,figqa-0146,labbench/figqa-0146,high_composite,0.660998027975601,0.660998027975601,medium,0.625,0.9826589595375722,0.06647398843930635,0.9613259668508287,16,0.375,0.375,0.4545296867214781,0.353702067960288,0.39347766367089554,0.02697439401197621,4.0,163.0,15.0,False,False,False,False,True
1608,labbench,figqa-0120,labbench/figqa-0120,high_composite,0.6609576094593299,0.6609576094593299,medium,0.5625,0.7745664739884393,0.4682080924855491,0.8812154696132597,16,0.4375,0.4375,0.436506840979898,0.52104510591683,0.32944359466441564,0.10827181621243664,40.0,93.0,16.0,False,False,False,False,True
1609,labbench,figqa-0075,labbench/figqa-0075,difficult,0.6175533686378261,0.6575533686378261,hard,0.729166625,0.7225433526011561,0.4046242774566474,0.5414364640883977,16,0.270833375,0.270833375,0.3767321730465283,0.4393234739520482,0.3207644366924824,0.10062880738795721,49.0,104.0,46.0,False,True,False,False,False
1610,labbench,figqa-0036,labbench/figqa-0036,high_composite,0.6575063110479273,0.6575063110479273,medium,0.645833375,0.9132947976878613,0.13872832369942195,0.9447513812154696,16,0.354166625,0.354166625,0.4482798934228864,0.2468541180738622,0.36693121120176364,0.04160663247843421,16.0,150.0,17.0,False,False,False,False,True
1611,labbench,figqa-0071,labbench/figqa-0071,high_composite,0.6574072388918939,0.6574072388918939,medium,0.6041666875,0.9421965317919075,0.14450867052023122,0.93646408839779,16,0.3958333125,0.3958333125,0.4443902062174242,0.3126840119070713,0.37061571218915235,0.04305115304903617,11.0,149.0,18.0,False,False,False,False,True
1612,labbench,figqa-0147,labbench/figqa-0147,high_composite,0.6555461346490474,0.6555461346490474,medium,0.5625000625000001,0.9884393063583815,0.10404624277456648,0.9530386740331491,16,0.4374999375,0.4374999375,0.4521361480286481,0.2975367121692261,0.3962855661196539,0.03632859978048286,3.0,156.0,19.0,False,False,False,False,True
