task_column,benchmark,task_id,observed_count,missing_count,missing_fraction,observed_mean,observed_std,observed_min,observed_max,imputed_mean,imputed_normalized_mean,imputed_normalized_std,strength_correlation,difficulty_tier,negative_count,gt_one_count
omnimath/omnimath_3346,omnimath,omnimath_3346,16,0,0.0,0.6041666875,0.4746160756557239,0.0,1.0,0.6041666875,0.6041666875,0.4746160756557239,0.6773935913830674,medium,0,0
omnimath/omnimath_3362,omnimath,omnimath_3362,16,0,0.0,0.0208333125,0.08068707235883481,0.0,0.333333,0.0208333125,0.0208333125,0.08068707235883481,0.11411206981727741,frontier,0,0
omnimath/omnimath_3406,omnimath,omnimath_3406,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,-0.2449744206486852,saturated,0,0
omnimath/omnimath_3410,omnimath,omnimath_3410,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
omnimath/omnimath_3477,omnimath,omnimath_3477,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,0.1782739981191651,saturated,0,0
omnimath/omnimath_3491,omnimath,omnimath_3491,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,0.7713614692119415,saturated,0,0
omnimath/omnimath_3493,omnimath,omnimath_3493,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
omnimath/omnimath_3553,omnimath,omnimath_3553,16,0,0.0,0.895833375,0.25600424868981053,0.0,1.0,0.895833375,0.895833375,0.25600424868981053,0.7737006449583803,easy,0,0
omnimath/omnimath_3555,omnimath,omnimath_3555,16,0,0.0,0.5833333125,0.3435922314719002,0.0,1.0,0.5833333125,0.5833333125,0.3435922314719002,0.14358528014252722,medium,0,0
omnimath/omnimath_3563,omnimath,omnimath_3563,16,0,0.0,0.8750000625,0.19982628306308606,0.333333,1.0,0.8750000625,0.8750000625,0.19982628306308606,-0.10977267751899185,easy,0,0
omnimath/omnimath_3564,omnimath,omnimath_3564,16,0,0.0,0.8750000625000001,0.19982628306308606,0.333333,1.0,0.8750000625000001,0.8750000625000001,0.19982628306308606,-0.20841899454976842,easy,0,0
omnimath/omnimath_3580,omnimath,omnimath_3580,16,0,0.0,0.833333375,0.288675134594858,0.0,1.0,0.833333375,0.833333375,0.288675134594858,0.8422351783165556,easy,0,0
omnimath/omnimath_3641,omnimath,omnimath_3641,16,0,0.0,0.770833375,0.38583872161465904,0.0,1.0,0.770833375,0.770833375,0.38583872161465904,0.5307072863905495,easy,0,0
omnimath/omnimath_3664,omnimath,omnimath_3664,16,0,0.0,0.9375000625000001,0.13010399486250832,0.666667,1.0,0.9375000625000001,0.9375000625000001,0.13010399486250832,0.5686396033290384,easy,0,0
omnimath/omnimath_3682,omnimath,omnimath_3682,16,0,0.0,0.9166666875,0.1863390074419869,0.333333,1.0,0.9166666875,0.9166666875,0.1863390074419869,0.030493354502165674,easy,0,0
omnimath/omnimath_3707,omnimath,omnimath_3707,16,0,0.0,0.5000000625,0.3118049047259898,0.0,1.0,0.5000000625,0.5000000625,0.3118049047259898,-0.21739320293734413,medium,0,0
omnimath/omnimath_3716,omnimath,omnimath_3716,16,0,0.0,0.6249999374999999,0.40611649301993213,0.0,1.0,0.6249999374999999,0.6249999374999999,0.40611649301993213,0.3527162143821746,medium,0,0
omnimath/omnimath_3726,omnimath,omnimath_3726,16,0,0.0,0.9583333125,0.16137438677912877,0.333333,1.0,0.9583333125,0.9583333125,0.16137438677912877,0.7713614692119416,saturated,0,0
omnimath/omnimath_376,omnimath,omnimath_376,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
omnimath/omnimath_378,omnimath,omnimath_378,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
omnimath/omnimath_3789,omnimath,omnimath_3789,16,0,0.0,0.8333333125,0.35355342005606427,0.0,1.0,0.8333333125,0.8333333125,0.35355342005606427,0.48745932135432246,easy,0,0
omnimath/omnimath_3792,omnimath,omnimath_3792,16,0,0.0,0.1458333125,0.3326816428972898,0.0,1.0,0.1458333125,0.1458333125,0.3326816428972898,0.2617441744822605,hard,0,0
omnimath/omnimath_3802,omnimath,omnimath_3802,16,0,0.0,0.8750000625,0.26020819989324623,0.0,1.0,0.8750000625,0.8750000625,0.26020819989324623,0.19694436382805303,easy,0,0
omnimath/omnimath_3833,omnimath,omnimath_3833,16,0,0.0,0.895833375,0.25600424868981053,0.0,1.0,0.895833375,0.895833375,0.25600424868981053,0.2683558307521155,easy,0,0
omnimath/omnimath_3836,omnimath,omnimath_3836,16,0,0.0,0.1875000625,0.3326817446587408,0.0,1.0,0.1875000625,0.1875000625,0.3326817446587408,0.34035389189373644,hard,0,0
omnimath/omnimath_3898,omnimath,omnimath_3898,16,0,0.0,0.3124999375,0.381312623499811,0.0,1.0,0.3124999375,0.3124999375,0.381312623499811,0.4058898852467187,medium,0,0
omnimath/omnimath_39,omnimath,omnimath_39,16,0,0.0,0.4166666875,0.3818813761061344,0.0,1.0,0.4166666875,0.4166666875,0.3818813761061344,0.4224362632800613,medium,0,0
omnimath/omnimath_3900,omnimath,omnimath_3900,16,0,0.0,0.625,0.3510896530011957,0.0,1.0,0.625,0.625,0.3510896530011957,0.5866439984040669,medium,0,0
omnimath/omnimath_3946,omnimath,omnimath_3946,16,0,0.0,0.85416675,0.20305817276783641,0.333333,1.0,0.85416675,0.85416675,0.20305817276783641,0.2363070867328512,easy,0,0
omnimath/omnimath_3957,omnimath,omnimath_3957,16,0,0.0,0.5624999375,0.38583880598176434,0.0,1.0,0.5624999375,0.5624999375,0.38583880598176434,0.23203651353563368,medium,0,0
omnimath/omnimath_3972,omnimath,omnimath_3972,16,0,0.0,0.0208333125,0.08068707235883481,0.0,0.333333,0.0208333125,0.0208333125,0.08068707235883481,0.0004790114766046463,frontier,0,0
omnimath/omnimath_3989,omnimath,omnimath_3989,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
omnimath/omnimath_401,omnimath,omnimath_401,16,0,0.0,0.8541666875,0.23477978563558202,0.333333,1.0,0.8541666875,0.8541666875,0.23477978563558202,0.7243277805451024,easy,0,0
omnimath/omnimath_4076,omnimath,omnimath_4076,16,0,0.0,0.7916666875,0.35108958624468606,0.0,1.0,0.7916666875,0.7916666875,0.35108958624468606,0.4642724182275655,easy,0,0
omnimath/omnimath_4096,omnimath,omnimath_4096,16,0,0.0,0.8541667500000001,0.26269827829029924,0.0,1.0,0.8541667500000001,0.8541667500000001,0.26269827829029924,-0.022136887141299372,easy,0,0
omnimath/omnimath_4118,omnimath,omnimath_4118,16,0,0.0,0.3958333125,0.37673216959030037,0.0,1.0,0.3958333125,0.3958333125,0.37673216959030037,0.46602553514760797,medium,0,0
omnimath/omnimath_4119,omnimath,omnimath_4119,16,0,0.0,0.416666625,0.43301272594851,0.0,1.0,0.416666625,0.416666625,0.43301272594851,0.22170246042566047,medium,0,0
omnimath/omnimath_412,omnimath,omnimath_412,16,0,0.0,0.0208333125,0.08068707235883481,0.0,0.333333,0.0208333125,0.0208333125,0.08068707235883481,0.11411206981727741,frontier,0,0
omnimath/omnimath_4155,omnimath,omnimath_4155,16,0,0.0,0.29166662499999996,0.3510896084968685,0.0,1.0,0.29166662499999996,0.29166662499999996,0.3510896084968685,0.40362795420263914,hard,0,0
omnimath/omnimath_416,omnimath,omnimath_416,16,0,0.0,0.8541666875,0.3326816428972898,0.0,1.0,0.8541666875,0.8541666875,0.3326816428972898,0.29298006679755745,easy,0,0
omnimath/omnimath_4170,omnimath,omnimath_4170,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
omnimath/omnimath_4184,omnimath,omnimath_4184,16,0,0.0,0.6250000625000001,0.40611645454574796,0.0,1.0,0.6250000625000001,0.6250000625000001,0.40611645454574796,0.6609575399571823,medium,0,0
omnimath/omnimath_4197,omnimath,omnimath_4197,16,0,0.0,0.9166666875,0.1863390074419869,0.333333,1.0,0.9166666875,0.9166666875,0.1863390074419869,0.484467108410957,easy,0,0
omnimath/omnimath_4204,omnimath,omnimath_4204,16,0,0.0,0.4791666875,0.35293913864905924,0.0,1.0,0.4791666875,0.4791666875,0.35293913864905924,-0.07426639900914113,medium,0,0
omnimath/omnimath_421,omnimath,omnimath_421,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
omnimath/omnimath_4236,omnimath,omnimath_4236,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
omnimath/omnimath_4240,omnimath,omnimath_4240,16,0,0.0,0.9375,0.17554482650059786,0.333333,1.0,0.9375,0.9375,0.17554482650059786,0.14661907283415423,easy,0,0
omnimath/omnimath_4248,omnimath,omnimath_4248,16,0,0.0,0.8125,0.3111080555405951,0.0,1.0,0.8125,0.8125,0.3111080555405951,0.4739807578153244,easy,0,0
omnimath/omnimath_4257,omnimath,omnimath_4257,16,0,0.0,0.958333375,0.11023952772138663,0.666667,1.0,0.958333375,0.958333375,0.11023952772138663,0.30188466233106875,saturated,0,0
omnimath/omnimath_4285,omnimath,omnimath_4285,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,-0.037560384014377377,saturated,0,0
omnimath/omnimath_4334,omnimath,omnimath_4334,16,0,0.0,0.85416675,0.26269827829029924,0.0,1.0,0.85416675,0.85416675,0.26269827829029924,-0.16905722957933544,easy,0,0
omnimath/omnimath_4360,omnimath,omnimath_4360,16,0,0.0,0.895833375,0.19432038353801018,0.333333,1.0,0.895833375,0.895833375,0.19432038353801018,0.2620894207321436,easy,0,0
omnimath/omnimath_440,omnimath,omnimath_440,16,0,0.0,0.833333375,0.288675134594858,0.0,1.0,0.833333375,0.833333375,0.288675134594858,0.39406869978671755,easy,0,0
omnimath/omnimath_4402,omnimath,omnimath_4402,16,0,0.0,0.6666667500000001,0.2886752067636958,0.0,1.0,0.6666667500000001,0.6666667500000001,0.2886752067636958,0.09050363270746438,medium,0,0
omnimath/omnimath_4406,omnimath,omnimath_4406,16,0,0.0,0.9166666875,0.24999997916667882,0.0,1.0,0.9166666875,0.9166666875,0.24999997916667882,0.217263321494408,easy,0,0
omnimath/omnimath_4411,omnimath,omnimath_4411,16,0,0.0,0.9375,0.17554482650059786,0.333333,1.0,0.9375,0.9375,0.17554482650059786,0.15527081738167461,easy,0,0
omnimath/omnimath_4412,omnimath,omnimath_4412,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,0.7713614692119415,saturated,0,0
omnimath/omnimath_463,omnimath,omnimath_463,16,0,0.0,0.5208333125,0.35293913864905924,0.0,1.0,0.5208333125,0.5208333125,0.35293913864905924,0.49915018290296237,medium,0,0
omnimath/omnimath_476,omnimath,omnimath_476,16,0,0.0,0.0208333125,0.08068707235883481,0.0,0.333333,0.0208333125,0.0208333125,0.08068707235883481,0.24497442064868516,frontier,0,0
omnimath/omnimath_537,omnimath,omnimath_537,16,0,0.0,0.8541666875,0.28792240557477433,0.0,1.0,0.8541666875,0.8541666875,0.28792240557477433,0.083727173784409,easy,0,0
omnimath/omnimath_570,omnimath,omnimath_570,16,0,0.0,0.7916666875,0.35108958624468606,0.0,1.0,0.7916666875,0.7916666875,0.35108958624468606,0.015885842060514514,easy,0,0
omnimath/omnimath_575,omnimath,omnimath_575,16,0,0.0,0.7500001249999999,0.2763853866333826,0.0,1.0,0.7500001249999999,0.7500001249999999,0.2763853866333826,0.4368857122486207,easy,0,0
omnimath/omnimath_592,omnimath,omnimath_592,16,0,0.0,0.7083333125,0.370341492653186,0.0,1.0,0.7083333125,0.7083333125,0.370341492653186,-0.04763541365367969,easy,0,0
omnimath/omnimath_625,omnimath,omnimath_625,16,0,0.0,0.8125,0.35293906855309315,0.0,1.0,0.8125,0.8125,0.35293906855309315,0.3294357806772058,easy,0,0
omnimath/omnimath_678,omnimath,omnimath_678,16,0,0.0,0.770833375,0.30547666247928723,0.0,1.0,0.770833375,0.770833375,0.30547666247928723,0.47742490677584665,easy,0,0
omnimath/omnimath_683,omnimath,omnimath_683,16,0,0.0,0.645833375,0.41614552617847445,0.0,1.0,0.645833375,0.645833375,0.41614552617847445,0.7257984414126581,medium,0,0
omnimath/omnimath_698,omnimath,omnimath_698,16,0,0.0,0.8333333749999999,0.288675134594858,0.0,1.0,0.8333333749999999,0.8333333749999999,0.288675134594858,0.09680645692714705,easy,0,0
omnimath/omnimath_703,omnimath,omnimath_703,16,0,0.0,0.7916666875,0.260208319989417,0.333333,1.0,0.7916666875,0.7916666875,0.260208319989417,0.4124722479449294,easy,0,0
omnimath/omnimath_712,omnimath,omnimath_712,16,0,0.0,0.7291666875,0.3578242859534409,0.0,1.0,0.7291666875,0.7291666875,0.3578242859534409,0.38742687792788233,easy,0,0
omnimath/omnimath_728,omnimath,omnimath_728,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,0.7713614692119415,saturated,0,0
omnimath/omnimath_74,omnimath,omnimath_74,16,0,0.0,0.85416675,0.26269827829029924,0.0,1.0,0.85416675,0.85416675,0.26269827829029924,0.314427765985886,easy,0,0
omnimath/omnimath_759,omnimath,omnimath_759,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,-0.037560384014377377,saturated,0,0
omnimath/omnimath_830,omnimath,omnimath_830,16,0,0.0,0.8333333125,0.2635232305805123,0.333333,1.0,0.8333333125,0.8333333125,0.2635232305805123,0.11369532250973598,easy,0,0
omnimath/omnimath_868,omnimath,omnimath_868,16,0,0.0,0.875,0.28565229932756536,0.0,1.0,0.875,0.875,0.28565229932756536,-0.11125402531656838,easy,0,0
omnimath/omnimath_893,omnimath,omnimath_893,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,0.7713614692119415,saturated,0,0
omnimath/omnimath_939,omnimath,omnimath_939,16,0,0.0,0.9375000625000001,0.13010399486250832,0.666667,1.0,0.9375000625000001,0.9375000625000001,0.13010399486250832,0.5686396033290384,easy,0,0
omnimath/omnimath_958,omnimath,omnimath_958,16,0,0.0,0.9375000625000001,0.13010399486250832,0.666667,1.0,0.9375000625000001,0.9375000625000001,0.13010399486250832,0.5257766666717446,easy,0,0
omnimath/omnimath_960,omnimath,omnimath_960,16,0,0.0,0.8958333125,0.22726491784251446,0.333333,1.0,0.8958333125,0.8958333125,0.22726491784251446,0.0917065663668023,easy,0,0
omnimath/omnimath_979,omnimath,omnimath_979,16,0,0.0,0.645833375,0.2997395657762491,0.0,1.0,0.645833375,0.645833375,0.2997395657762491,0.502691075134502,medium,0,0
pixiu/pixiu-australian-australian000000,pixiu,pixiu-australian-australian000000,2,14,0.875,0.5,0.5,0.0,1.0,0.5,0.5,0.5,,medium,0,0
pixiu/pixiu-australian-australian000001,pixiu,pixiu-australian-australian000001,1,15,0.9375,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
pixiu/pixiu-australian-australian000002,pixiu,pixiu-australian-australian000002,16,0,0.0,0.625,0.3090083826623883,0.0,1.0,0.625,0.625,0.3090083826623883,0.28441135107520943,medium,0,0
pixiu/pixiu-australian-australian000003,pixiu,pixiu-australian-australian000003,2,14,0.875,0.5,0.5,0.0,1.0,0.5,0.5,0.5,,medium,0,0
pixiu/pixiu-australian-australian000004,pixiu,pixiu-australian-australian000004,2,14,0.875,0.5,0.5,0.0,1.0,0.5,0.5,0.5,,medium,0,0
pixiu/pixiu-australian-australian000005,pixiu,pixiu-australian-australian000005,16,0,0.0,0.6875,0.399109286063667,0.0,1.0,0.6875,0.6875,0.399109286063667,0.7851227438223809,medium,0,0
pixiu/pixiu-australian-australian000006,pixiu,pixiu-australian-australian000006,1,15,0.9375,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
pixiu/pixiu-australian-australian000007,pixiu,pixiu-australian-australian000007,2,14,0.875,0.8333335,0.1666665,0.666667,1.0,0.8333335,0.8333335,0.1666665,,easy,0,0
pixiu/pixiu-australian-australian000008,pixiu,pixiu-australian-australian000008,16,0,0.0,0.708333375,0.3886408072801406,0.0,1.0,0.708333375,0.708333375,0.3886408072801406,0.24315026124973965,easy,0,0
pixiu/pixiu-australian-australian000009,pixiu,pixiu-australian-australian000009,0,16,1.0,,,,,,,,,unknown,0,0
pixiu/pixiu-australian-australian000010,pixiu,pixiu-australian-australian000010,1,15,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
pixiu/pixiu-australian-australian000011,pixiu,pixiu-australian-australian000011,16,0,0.0,0.7291666875,0.26922609799263486,0.333333,1.0,0.7291666875,0.7291666875,0.26922609799263486,0.4157979992752277,easy,0,0
pixiu/pixiu-australian-australian000012,pixiu,pixiu-australian-australian000012,2,14,0.875,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
pixiu/pixiu-australian-australian000013,pixiu,pixiu-australian-australian000013,2,14,0.875,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
pixiu/pixiu-australian-australian000014,pixiu,pixiu-australian-australian000014,16,0,0.0,0.7291666875,0.3578242859534409,0.0,1.0,0.7291666875,0.7291666875,0.3578242859534409,0.8023887225764179,easy,0,0
pixiu/pixiu-causal20sc-causal20sc0,pixiu,pixiu-causal20sc-causal20sc0,1,15,0.9375,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
pixiu/pixiu-causal20sc-causal20sc1,pixiu,pixiu-causal20sc-causal20sc1,2,14,0.875,0.5,0.5,0.0,1.0,0.5,0.5,0.5,,medium,0,0
pixiu/pixiu-causal20sc-causal20sc10,pixiu,pixiu-causal20sc-causal20sc10,1,15,0.9375,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
pixiu/pixiu-causal20sc-causal20sc11,pixiu,pixiu-causal20sc-causal20sc11,1,15,0.9375,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
pixiu/pixiu-causal20sc-causal20sc12,pixiu,pixiu-causal20sc-causal20sc12,2,14,0.875,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
pixiu/pixiu-causal20sc-causal20sc13,pixiu,pixiu-causal20sc-causal20sc13,1,15,0.9375,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
pixiu/pixiu-causal20sc-causal20sc14,pixiu,pixiu-causal20sc-causal20sc14,2,14,0.875,0.8333335,0.1666665,0.666667,1.0,0.8333335,0.8333335,0.1666665,,easy,0,0
pixiu/pixiu-causal20sc-causal20sc2,pixiu,pixiu-causal20sc-causal20sc2,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,0.41293198106391144,saturated,0,0
pixiu/pixiu-causal20sc-causal20sc3,pixiu,pixiu-causal20sc-causal20sc3,16,0,0.0,0.75,0.3996526443189448,0.0,1.0,0.75,0.75,0.3996526443189448,0.14371295675228568,easy,0,0
pixiu/pixiu-causal20sc-causal20sc4,pixiu,pixiu-causal20sc-causal20sc4,0,16,1.0,,,,,,,,,unknown,0,0
pixiu/pixiu-causal20sc-causal20sc5,pixiu,pixiu-causal20sc-causal20sc5,2,14,0.875,0.6666665,0.3333335,0.333333,1.0,0.6666665,0.6666665,0.3333335,,medium,0,0
pixiu/pixiu-causal20sc-causal20sc6,pixiu,pixiu-causal20sc-causal20sc6,3,13,0.8125,0.4444443333333334,0.4157397393372712,0.0,1.0,0.4444443333333334,0.4444443333333334,0.4157397393372712,,medium,0,0
pixiu/pixiu-causal20sc-causal20sc7,pixiu,pixiu-causal20sc-causal20sc7,1,15,0.9375,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
pixiu/pixiu-causal20sc-causal20sc8,pixiu,pixiu-causal20sc-causal20sc8,1,15,0.9375,0.666667,0.0,0.666667,0.666667,0.666667,0.666667,0.0,,medium,0,0
pixiu/pixiu-ccf-ccf000000,pixiu,pixiu-ccf-ccf000000,16,0,0.0,0.833333375,0.288675134594858,0.0,1.0,0.833333375,0.833333375,0.288675134594858,0.857664540228637,easy,0,0
pixiu/pixiu-ccf-ccf000001,pixiu,pixiu-ccf-ccf000001,1,15,0.9375,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
pixiu/pixiu-ccf-ccf000002,pixiu,pixiu-ccf-ccf000002,16,0,0.0,0.7708333125,0.327421604537773,0.0,1.0,0.7708333125,0.7708333125,0.327421604537773,0.7669132640497448,easy,0,0
pixiu/pixiu-ccf-ccf000003,pixiu,pixiu-ccf-ccf000003,16,0,0.0,0.5416666875,0.4545296924508506,0.0,1.0,0.5416666875,0.5416666875,0.4545296924508506,0.032374710900189056,medium,0,0
pixiu/pixiu-ccf-ccf000005,pixiu,pixiu-ccf-ccf000005,0,16,1.0,,,,,,,,,unknown,0,0
pixiu/pixiu-ccf-ccf000006,pixiu,pixiu-ccf-ccf000006,0,16,1.0,,,,,,,,,unknown,0,0
pixiu/pixiu-ccf-ccf000009,pixiu,pixiu-ccf-ccf000009,16,0,0.0,0.875,0.2319902416530704,0.333333,1.0,0.875,0.875,0.2319902416530704,0.8040271973375361,easy,0,0
pixiu/pixiu-ccf-ccf000013,pixiu,pixiu-ccf-ccf000013,1,15,0.9375,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
pixiu/pixiu-ccfraud-ccfraud000001,pixiu,pixiu-ccfraud-ccfraud000001,0,16,1.0,,,,,,,,,unknown,0,0
pixiu/pixiu-ccfraud-ccfraud000002,pixiu,pixiu-ccfraud-ccfraud000002,2,14,0.875,0.8333335,0.1666665,0.666667,1.0,0.8333335,0.8333335,0.1666665,,easy,0,0
pixiu/pixiu-ccfraud-ccfraud000003,pixiu,pixiu-ccfraud-ccfraud000003,16,0,0.0,0.8541666875,0.28792240557477433,0.0,1.0,0.8541666875,0.8541666875,0.28792240557477433,0.8387712585694724,easy,0,0
pixiu/pixiu-ccfraud-ccfraud000005,pixiu,pixiu-ccfraud-ccfraud000005,1,15,0.9375,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
pixiu/pixiu-ccfraud-ccfraud000006,pixiu,pixiu-ccfraud-ccfraud000006,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
pixiu/pixiu-ccfraud-ccfraud000012,pixiu,pixiu-ccfraud-ccfraud000012,0,16,1.0,,,,,,,,,unknown,0,0
pixiu/pixiu-ccfraud-ccfraud000013,pixiu,pixiu-ccfraud-ccfraud000013,1,15,0.9375,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
pixiu/pixiu-ccfraud-ccfraud000014,pixiu,pixiu-ccfraud-ccfraud000014,1,15,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
pixiu/pixiu-cd-cd0,pixiu,pixiu-cd-cd0,16,0,0.0,0.8234554999999999,0.26554064434587976,0.19447,1.0,0.8234554999999999,0.8234554999999999,0.26554064434587976,0.7153165533931731,easy,0,0
pixiu/pixiu-cd-cd11,pixiu,pixiu-cd-cd11,1,15,0.9375,0.518644,0.0,0.518644,0.518644,0.518644,0.518644,0.0,,medium,0,0
pixiu/pixiu-cd-cd12,pixiu,pixiu-cd-cd12,0,16,1.0,,,,,,,,,unknown,0,0
pixiu/pixiu-cd-cd13,pixiu,pixiu-cd-cd13,16,0,0.0,0.60202375,0.26248157657479027,0.0,0.770256,0.60202375,0.60202375,0.26248157657479027,0.8896774772865171,medium,0,0
pixiu/pixiu-cd-cd14,pixiu,pixiu-cd-cd14,1,15,0.9375,0.244643,0.0,0.244643,0.244643,0.244643,0.244643,0.0,,hard,0,0
pixiu/pixiu-cd-cd2,pixiu,pixiu-cd-cd2,1,15,0.9375,0.139918,0.0,0.139918,0.139918,0.139918,0.139918,0.0,,hard,0,0
pixiu/pixiu-cd-cd5,pixiu,pixiu-cd-cd5,0,16,1.0,,,,,,,,,unknown,0,0
pixiu/pixiu-cd-cd7,pixiu,pixiu-cd-cd7,16,0,0.0,0.6435262500000001,0.25101150133323075,0.179176,0.986928,0.6435262500000001,0.6435262500000001,0.25101150133323075,0.4472380510989444,medium,0,0
pixiu/pixiu-cd-cd8,pixiu,pixiu-cd-cd8,0,16,1.0,,,,,,,,,unknown,0,0
pixiu/pixiu-cd-cd9,pixiu,pixiu-cd-cd9,1,15,0.9375,0.452275,0.0,0.452275,0.452275,0.452275,0.452275,0.0,,medium,0,0
pixiu/pixiu-cfa-cfa0,pixiu,pixiu-cfa-cfa0,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,0.7713614692119415,saturated,0,0
pixiu/pixiu-cfa-cfa1,pixiu,pixiu-cfa-cfa1,1,15,0.9375,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
pixiu/pixiu-cfa-cfa10,pixiu,pixiu-cfa-cfa10,1,15,0.9375,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
pixiu/pixiu-cfa-cfa2,pixiu,pixiu-cfa-cfa2,0,16,1.0,,,,,,,,,unknown,0,0
pixiu/pixiu-cfa-cfa7,pixiu,pixiu-cfa-cfa7,0,16,1.0,,,,,,,,,unknown,0,0
pixiu/pixiu-cfa-cfa9,pixiu,pixiu-cfa-cfa9,16,0,0.0,0.895833375,0.19432038353801018,0.333333,1.0,0.895833375,0.895833375,0.19432038353801018,0.6068176721876348,easy,0,0
pixiu/pixiu-ectsum-ectsum0,pixiu,pixiu-ectsum-ectsum0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
pixiu/pixiu-ectsum-ectsum11,pixiu,pixiu-ectsum-ectsum11,1,15,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
pixiu/pixiu-ectsum-ectsum13,pixiu,pixiu-ectsum-ectsum13,1,15,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
pixiu/pixiu-ectsum-ectsum14,pixiu,pixiu-ectsum-ectsum14,0,16,1.0,,,,,,,,,unknown,0,0
pixiu/pixiu-ectsum-ectsum4,pixiu,pixiu-ectsum-ectsum4,1,15,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
pixiu/pixiu-ectsum-ectsum5,pixiu,pixiu-ectsum-ectsum5,16,0,0.0,0.0208333125,0.08068707235883481,0.0,0.333333,0.0208333125,0.0208333125,0.08068707235883481,0.21044303316508603,frontier,0,0
pixiu/pixiu-ectsum-ectsum6,pixiu,pixiu-ectsum-ectsum6,0,16,1.0,,,,,,,,,unknown,0,0
pixiu/pixiu-ectsum-ectsum7,pixiu,pixiu-ectsum-ectsum7,1,15,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
pixiu/pixiu-edtsum-edtsum0,pixiu,pixiu-edtsum-edtsum0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
pixiu/pixiu-edtsum-edtsum12,pixiu,pixiu-edtsum-edtsum12,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
pixiu/pixiu-edtsum-edtsum14,pixiu,pixiu-edtsum-edtsum14,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
